id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes
6yVkakCN460KOVol9ZazjH,Anuel AA,Reggaetonera,reggae,apres_midi,chaud,detente,romantique,couple,maison,83,0.57,0.846,0.674,0.705,0.325,0.045,0.122,7.7
3GIChxHmuLmBm5PTNZGDtj,Bob Marley & The Wailers,Jamming,pop,weekend,ensoleille,fete,joyeux,amis,exterieur,121,0.776,0.95,0.825,0.527,0.023,0.039,0.128,8.3
6ol8eSBUh9GEEIzkGIPR2J,KBong,Middle of the Ocean,pop,apres_midi,chaud,detente,romantique,couple,maison,126,0.688,0.824,0.674,0.745,0.083,0.105,0.195,7.8
28eZHMtX7kG3u1VLPr2lXk,Don Omar,Reggaeton Latino,reggae,apres_midi,chaud,detente,romantique,couple,maison,79,0.585,0.852,0.739,0.841,0.237,0.053,0.25,6.7
7IwU9ndSNPbGGb0NZsJRBQ,Stick Figure,Sunshine and Rain,pop,weekend,chaud,sport,joyeux,groupe,exterieur,131,0.756,0.837,0.804,0.502,0.069,0.076,0.223,7.8
0czzdBqxKh7L5Rlq46PJCG,Mr Farts,Reggae Farts,reggae,apres_midi,neutre,conduite,neutre,famille,voiture,83,0.671,0.762,0.759,0.466,0.054,0.061,0.126,7.6
7oNgPClUYdscWWHa5PF1gT,Bob Marley & The Wailers,One Love / People Get Ready,pop,weekend,ensoleille,conduite,joyeux,amis,voiture,116,0.82,0.899,0.782,0.534,0.378,0.048,0.064,8.2
4xh6F59NMVAXOhF4Gdo9GA,The Movement,Cool Me Down,pop,journee,chaud,sport,energique,amis,salle_sport,137,0.884,0.712,0.89,0.45,0.105,0.051,0.21,7.7
2HrdUG3XmUH5BvOUeCkVMG,The Key of Awesome,Reggae Shark,reggae,journee,neutre,cuisine,motive,groupe,cafe,76,0.793,0.771,0.821,0.559,0.036,0.069,0.331,7.4
5uqQyRJV8qLt8zEqnvsBVK,Bob Marley & The Wailers,Natural Mystic,pop,journee,ensoleille,conduite,joyeux,famille,voiture,115,0.789,0.85,0.676,0.462,0.102,0.032,0.311,8.4
50jFznrLnBBicIc3eal9OO,Rebelution,So High (feat. Zumbi),pop,journee,ensoleille,sport,energique,amis,salle_sport,140,0.853,0.757,0.912,0.506,0.338,0.089,0.341,7.8
3CvQelEACMUfloopdKubqj,Siaosi,Reggae Party,reggae,weekend,ensoleille,conduite,joyeux,famille,voiture,73,0.721,0.883,0.721,0.534,0.152,0.074,0.115,7.0
09Nck1nvRcg1Y14SNfWwtJ,Bob Marley & The Wailers,Waiting In Vain,pop,weekend,chaud,sport,joyeux,amis,salle_sport,131,0.766,0.827,0.741,0.382,0.352,0.11,0.116,8.4
1YpH91YcUZlo2mxKJVhWM8,Yellowman,Zungguzungguguzungguzeng,pop,journee,neutre,conduite,motive,amis,voiture,126,0.792,0.703,0.701,0.376,0.263,0.11,0.348,8.0
3PpIFm0MY7EQbxlprlbOxo,Tennessee Beats,Reggaetonasty,reggae,apres_midi,ensoleille,detente,romantique,couple,restaurant,72,0.519,0.857,0.695,0.524,0.191,0.076,0.099,6.6
7BfW1eoDh27W69nxsmRicb,Bob Marley & The Wailers,Buffalo Soldier,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,138,0.877,0.936,0.832,0.389,0.014,0.04,0.237,8.0
1Js26hznhkLlFeRoxCtyNq,SOJA,Press Rewind,pop,apres_midi,chaud,detente,romantique,couple,restaurant,127,0.628,0.919,0.728,0.705,0.099,0.045,0.246,7.2
3MPU6i32DMruEuKJqAPAqH,Don Omar,Reggaeton Latino - Chosen Few Remix,reggae,weekend,ensoleille,fete,joyeux,amis,exterieur,88,0.734,0.95,0.892,0.422,0.361,0.028,0.084,6.8
1ATZfYmZOcm24vl5oQtPdC,Bob Marley & The Wailers,"Roots, Rock, Reggae",rock,journee,neutre,sport,motive,amis,salle_sport,158,0.95,0.615,0.784,0.436,0.072,0.041,0.086,8.2
41goAg1ZxePWjXXfZ7PhG7,Selena Gomez,Bluest Flame,blues,apres_midi,neutre,loisir,neutre,seul,cafe,92,0.611,0.526,0.608,0.823,0.363,0.074,0.223,8.4
6vuVCtwukUA57ioTnKKeuL,Selena Gomez,Bluest Flame,blues,apres_midi,neutre,loisir,neutre,amis,exterieur,98,0.607,0.495,0.436,0.54,0.007,0.078,0.343,8.5
27IRo2rYeizhRMDaNVplNM,Blues Traveler,Hook,blues,apres_midi,pluvieux,loisir,neutre,famille,maison,103,0.577,0.346,0.505,0.577,0.399,0.045,0.184,7.8
500Tkm3vJmVtdUwdCVxCTb,Blues Traveler,Run-Around,blues,soiree,pluvieux,loisir,nostalgique,seul,maison,93,0.683,0.471,0.625,0.759,0.385,0.049,0.297,8.4
5IirHic5goVkgpxyur1lmh,"Hank Williams, Jr.",The Blues Man,blues,apres_midi,pluvieux,loisir,neutre,famille,maison,86,0.66,0.361,0.489,0.502,0.198,0.028,0.182,7.5
1xcbBJGVb2TfqL39E3tAuh,Selena Gomez,Bluest Flame - DJ Sliink Remix,blues,apres_midi,neutre,loisir,neutre,seul,cafe,86,0.504,0.567,0.579,0.701,0.26,0.049,0.113,7.7
11iIikXxC6NP0Ma8vMD27x,Vundabar,Alien Blues,blues,journee,neutre,loisir,neutre,amis,exterieur,84,0.727,0.473,0.656,0.562,0.25,0.047,0.149,8.6
1aM9ClS0qz0Fp2BjmbM72M,Jackson C. Frank,Blues Run the Game - 2001 Remaster,blues,nuit,pluvieux,loisir,nostalgique,amis,cafe,80,0.724,0.407,0.626,0.623,0.297,0.072,0.213,7.7
2RODDAWdDyvyleZRS9zemt,Zach Bryan,Memphis; The Blues (feat. J.R. Carroll),blues,nuit,nuageux,loisir,nostalgique,seul,maison,84,0.63,0.387,0.528,0.797,0.052,0.026,0.341,7.6
1U6KEQuL5wPJZMR0iHvzqh,Alan Jackson,The Blues Man,blues,apres_midi,neutre,loisir,neutre,amis,cafe,84,0.626,0.547,0.577,0.578,0.047,0.047,0.256,7.8
4J4wYsDnJxldGxAiFpIIzT,Blues Clues,Blue's Clues Theme Song,blues,apres_midi,neutre,loisir,neutre,seul,cafe,93,0.591,0.582,0.514,0.804,0.172,0.049,0.203,7.4
7u1P36qRqrSNrXAp98cyp1,ScHoolboy Q,Blueslides,blues,apres_midi,nuageux,loisir,neutre,amis,cafe,98,0.675,0.398,0.632,0.487,0.003,0.042,0.291,7.9
7Dd6g7T930jxR3NcQnJjwp,Geordie Greep,Blues,blues,apres_midi,nuageux,loisir,neutre,famille,maison,92,0.646,0.345,0.564,0.543,0.061,0.044,0.145,7.4
4pZc4zC5lAuW7MYD0v5TjH,Selena Gomez,Bluest Flame,blues,soiree,nuageux,loisir,nostalgique,famille,maison,87,0.506,0.452,0.527,0.664,0.295,0.036,0.163,7.9
2O7OjNCjqflzWOTVg9UlEm,Joe Bonamassa,Blues Deluxe,blues,matin,neutre,loisir,neutre,seul,cafe,83,0.475,0.56,0.418,0.9,0.154,0.028,0.257,7.6
6tMRhn8hTFJm2A87tmjJPr,Simon & Garfunkel,Blues Run the Game - Studio Outtake - 1965,blues,apres_midi,neutre,loisir,neutre,famille,maison,90,0.452,0.5,0.4,0.55,0.077,0.062,0.189,7.4
1HpBm13TNcyMW3PoUrlZPv,Blues Traveler,But Anyway,blues,soiree,nuageux,loisir,nostalgique,amis,cafe,102,0.501,0.4,0.456,0.651,0.096,0.022,0.056,7.6
1vYf97tjbKVPXHK4oQPU0T,Restless Heart,The Bluest Eyes In Texas,blues,soiree,pluvieux,loisir,nostalgique,seul,cafe,96,0.589,0.406,0.437,0.759,0.109,0.053,0.147,7.2
73vWnvPaf0yNifYIkadY9N,Blue's Clues & You,Blue's Clues & You Theme Song,pop,weekend,chaud,sport,joyeux,groupe,exterieur,153,0.839,0.802,0.798,0.571,0.063,0.092,0.208,7.5
1Q5kgpp4pmyGqPwNBzkSrw,The Doors,Roadhouse Blues,blues,apres_midi,neutre,detente,romantique,couple,maison,84,0.671,0.634,0.63,0.586,0.215,0.031,0.241,8.8
5BxzqNLhwISk6IN5RZFkt8,Charlie Parker,Blues For Alice,blues,apres_midi,nuageux,loisir,neutre,amis,restaurant,104,0.63,0.3,0.616,0.551,0.384,0.038,0.31,6.8
0qoSVsQJOTINFkkux2lbJj,Zach Bryan,Summertime Blues,blues,soiree,pluvieux,loisir,nostalgique,seul,maison,101,0.576,0.344,0.586,0.728,0.276,0.056,0.289,7.7
3LfVq3txePAD89m7inj8wz,DRIFTMANE,BLUEST FLAME - PHONK,blues,apres_midi,nuageux,loisir,neutre,famille,maison,101,0.659,0.339,0.587,0.432,0.36,0.056,0.205,6.7
3SsGrCb1eaSpGhRDqPaTln,The Backseat Lovers,Snowbank Blues,blues,journee,nuageux,loisir,neutre,famille,maison,85,0.721,0.354,0.525,0.598,0.013,0.069,0.184,7.8
6VhYbFu0awTAtouzcbl8v2,Little Walter,Blue And Lonesome - Single Version,pop,journee,chaud,sport,energique,groupe,exterieur,149,0.856,0.787,0.834,0.55,0.168,0.11,0.12,7.5
1FpD2U6ZnzScO4khotaZdp,The Blues Brothers,Soul Man,blues,apres_midi,neutre,loisir,neutre,famille,maison,86,0.635,0.599,0.693,0.466,0.333,0.034,0.091,7.7
6q36Cqt2d3O5jqrQR9uXCp,Chris Lake,Summertime Blues (feat. Nathan Nicholson),blues,soiree,nuageux,loisir,nostalgique,seul,maison,104,0.573,0.406,0.579,0.847,0.368,0.047,0.167,7.9
2BLkpiR7oE09eY8DHUk6Bx,Blues Traveler,The Mountains Win Again,blues,soiree,nuageux,loisir,nostalgique,seul,maison,91,0.477,0.476,0.437,0.759,0.207,0.021,0.06,7.5
7nGhBjDpYtI7jJ5Tel9jDt,Geordie Greep,Blues,blues,matin,neutre,loisir,neutre,famille,maison,80,0.488,0.515,0.458,0.623,0.03,0.048,0.121,6.9
2RdEC8Ff83WkX7kDVCHseE,Charli xcx,party 4 u,pop,weekend,chaud,cuisine,joyeux,couple,maison,118,0.774,0.834,0.765,0.691,0.29,0.038,0.251,8.9
2sTxo60njz9U12NuQNlcX5,Selena Gomez,Bluest Flame,blues,apres_midi,neutre,loisir,neutre,famille,maison,97,0.659,0.418,0.655,0.495,0.011,0.078,0.231,7.8
1OJO3vsGqwbIQuLPGeY2Sb,The Blues Brothers,Sweet Home Chicago,blues,journee,neutre,loisir,neutre,amis,cafe,94,0.72,0.52,0.606,0.523,0.279,0.062,0.19,8.1
5sF4nEG1dZLBnODQWxGhUP,Nouvelle Marée,Bluesette,blues,apres_midi,neutre,loisir,neutre,amis,maison,99,0.517,0.465,0.432,0.567,0.311,0.031,0.275,7.6
1CtKHwDqsH3ctcCCI18N0g,The Blues Brothers,Everybody Needs Somebody to Love,blues,apres_midi,neutre,loisir,neutre,famille,maison,96,0.501,0.514,0.569,0.57,0.234,0.071,0.13,8.0
1YYhDizHx7PnDhAhko6cDS,John Denver,"Take Me Home, Country Roads - Original Version",country,apres_midi,ensoleille,detente,romantique,couple,maison,121,0.539,0.811,0.498,0.519,0.153,0.116,0.069,8.1
0JbSghVDghtFEurrSO8JrC,Luke Bryan,Country Girl (Shake It For Me),country,apres_midi,chaud,detente,romantique,couple,maison,134,0.507,0.802,0.604,0.9,0.149,0.052,0.1,8.0
0LQtEJt7x0s6knb6RKdRYc,Zac Brown Band,Chicken Fried,pop,apres_midi,ensoleille,conduite,neutre,amis,voiture,128,0.667,0.937,0.627,0.46,0.368,0.113,0.325,8.2
3EO58D1YpHnTvBy68gK8HE,Tucker Wetmore,Wind Up Missin’ You,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,136,0.942,0.906,0.898,0.322,0.29,0.107,0.255,8.2
1QbOvACeYanja5pbnJbAmk,John Denver,"Take Me Home, Country Roads",country,apres_midi,neutre,detente,romantique,couple,maison,120,0.537,0.681,0.618,0.535,0.308,0.103,0.262,8.4
3wMUvT6eIw2L5cZFG1yH9j,Nelly,Country Grammar (Hot Shit),country,apres_midi,neutre,detente,romantique,couple,maison,114,0.519,0.77,0.532,0.682,0.315,0.098,0.089,7.9
1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,pop,apres_midi,neutre,cuisine,neutre,amis,exterieur,130,0.688,0.744,0.75,0.467,0.338,0.104,0.266,9.0
2DOxC6AdXlSeUrsgWKuX4X,Sam Hunt,Country House,country,apres_midi,neutre,detente,romantique,couple,maison,121,0.675,0.78,0.724,0.542,0.234,0.047,0.234,8.1
6DQuRukp1NzyDKmZz7oLbB,Billy Currington,People Are Crazy,pop,journee,chaud,sport,energique,amis,exterieur,137,0.842,0.787,0.763,0.705,0.084,0.069,0.07,8.3
5eVuVYp9OyD9dm6Wcyb5nr,Ella Langley,Country Boy's Dream Girl,country,journee,neutre,conduite,motive,famille,voiture,116,0.773,0.789,0.633,0.486,0.389,0.038,0.204,8.4
3FU6urUVsgXa6RBuV2PdRk,Diplo,Heartless (feat. Morgan Wallen),pop,journee,neutre,sport,motive,amis,salle_sport,139,0.767,0.706,0.599,0.476,0.15,0.036,0.149,8.7
77dcKrzRUI02XjHd2okARp,"Hank Williams, Jr.",A Country Boy Can Survive,country,apres_midi,chaud,detente,romantique,couple,restaurant,134,0.575,0.862,0.705,0.745,0.048,0.074,0.092,7.8
65M92JpTbAdHmTQm4jGaDa,Chris Stapleton,Think I'm In Love With You,pop,weekend,chaud,fete,joyeux,groupe,club,127,0.838,0.947,0.861,0.504,0.067,0.072,0.239,8.0
5RuCWf4bJC0rqA05b7nWfd,Alan Jackson,Country Boy,country,apres_midi,ensoleille,detente,romantique,couple,maison,122,0.576,0.891,0.718,0.835,0.111,0.046,0.285,7.7
5TzoqLAFczwhUMrjNlWITI,Aaron Lewis,"Country Boy (feat. Charlie Daniels, Chris Young, & George Jones)",country,journee,neutre,cuisine,motive,famille,maison,118,0.707,0.768,0.64,0.398,0.197,0.033,0.307,8.3
7lCs3stpWCtAn5Y2lmnPhV,Jordan Davis,I Ain't Sayin',pop,weekend,chaud,conduite,joyeux,couple,voiture,117,0.724,0.803,0.733,0.657,0.036,0.084,0.347,8.6
4mwEHjFmDLchZ9uKVhSu7U,Zach Bryan,"Country Roads (with Charles Wesley Godwin, Jonathan Peyton & Abigail Peyton) - Live",country,apres_midi,chaud,detente,romantique,couple,restaurant,120,0.55,0.85,0.564,0.735,0.359,0.066,0.237,7.2
2E0bqoMlIb2xmFyZHRjtzK,Sam Hunt,Outskirts,pop,journee,ensoleille,sport,joyeux,amis,exterieur,132,0.721,0.95,0.695,0.669,0.03,0.069,0.146,8.0
7qF0FfuzBFwMe1lNHkEDxW,Lana Del Rey,"Take Me Home, Country Roads",country,journee,neutre,cuisine,motive,famille,maison,129,0.706,0.692,0.714,0.475,0.017,0.036,0.127,8.7
2abHKI9Oox4NBEhOh3HMbq,Seether,Country Song,country,apres_midi,neutre,detente,romantique,couple,restaurant,116,0.458,0.756,0.592,0.548,0.279,0.085,0.077,7.7
77XoAnllT85lmR9WP0D8dS,Jon Pardi,Ain't Always The Cowboy,pop,weekend,chaud,cuisine,joyeux,famille,parc,120,0.775,0.81,0.788,0.438,0.329,0.111,0.342,8.3
76M3LE85WD1HhntogBmBp1,Big Mo,Country Bitch,country,weekend,ensoleille,fete,joyeux,amis,cafe,116,0.73,0.863,0.834,0.755,0.146,0.039,0.323,8.0
0fCwTrRNfoNk962ati8n2K,Tyler Childers,All Your'n,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,153,0.913,0.95,0.941,0.675,0.167,0.051,0.171,8.2
5crxqqibcvoOQQgg4HjAFQ,Post Malone,Guy For That (Feat. Luke Combs),pop,weekend,ensoleille,fete,joyeux,groupe,maison,116,0.798,0.88,0.811,0.666,0.191,0.043,0.333,8.2
4hdC3JHzFN1XEebO0BGIpd,Luke Bryan,Country Song Came On,country,journee,neutre,cuisine,motive,famille,maison,120,0.748,0.617,0.681,0.595,0.301,0.037,0.235,8.1
1bp2PcwZgR9LwBdoERsOuJ,Tyler Childers,Country Squire,country,apres_midi,neutre,detente,romantique,couple,maison,134,0.516,0.626,0.643,0.746,0.362,0.098,0.052,8.0
3yU9fLsuDYjzVyZW2FLUqY,Blake Shelton,Texas,pop,weekend,ensoleille,conduite,joyeux,couple,voiture,118,0.736,0.95,0.77,0.739,0.351,0.048,0.296,8.0
7FjO69pOVGMhZMEeMsPWkT,Dylan Marlowe,Country in the Clouds,country,matin,chaud,detente,romantique,couple,restaurant,132,0.482,0.807,0.667,0.628,0.007,0.114,0.316,7.5
7iQMm50NNwlUIRWhONZR2k,Tucker Wetmore,Wind Up Missin’ You,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,133,0.755,0.814,0.764,0.586,0.022,0.041,0.202,8.3
454JIJlQ8GvrCoBvSfq3KA,Brantley Gilbert,Country Must Be Country Wide,country,matin,neutre,detente,romantique,couple,restaurant,121,0.492,0.799,0.629,0.621,0.35,0.039,0.276,7.6
5bcbHsQBAYxJnQ8ChGtYeu,Tucker Wetmore,What Would You Do?,pop,journee,neutre,conduite,motive,amis,voiture,126,0.725,0.728,0.825,0.718,0.316,0.112,0.276,8.5
2Q6NVIPwqtosYBXQ0C00d0,Morgan Wallen,Country A$$ Shit,country,journee,neutre,cuisine,motive,couple,maison,129,0.722,0.617,0.638,0.688,0.375,0.099,0.301,8.4
0okmLlOW6vKrilXDvtRMfg,Jason Aldean,She's Country,country,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.669,0.735,0.723,0.787,0.331,0.037,0.144,8.6
6o7BCdJjGvHBBPMb4ZrA68,Travis Tritt,Country Club,country,apres_midi,chaud,detente,romantique,couple,restaurant,113,0.581,0.818,0.605,0.581,0.008,0.079,0.239,7.7
6LLe2s3JrbawMkHzgyYeek,HARDY,REDNECKER,pop,apres_midi,neutre,detente,romantique,couple,maison,123,0.611,0.683,0.677,0.575,0.239,0.112,0.089,8.4
5RHKTynfo1l2gasVyERJyf,Tonio Armani,Country Girl Remix - Trailride Version,country,matin,neutre,detente,romantique,couple,restaurant,127,0.492,0.732,0.568,0.606,0.355,0.081,0.124,7.3
0oJhcYnFy6wx36jSFaDGuM,Jon Pardi,Friday Night Heartbreaker,pop,weekend,chaud,sport,joyeux,groupe,exterieur,144,0.815,0.921,0.919,0.512,0.057,0.057,0.256,7.9
3VqHuw0wFlIHcIPWkhIbdQ,Metallica,Enter Sandman (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,167,0.885,0.54,0.791,0.471,0.262,0.072,0.275,8.5
0LAcM6I7ijW4VVW0aytl1t,Metallica,One (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,172,0.93,0.432,0.727,0.462,0.091,0.041,0.053,7.9
0STDJOqslyxhEj5iJMQDL6,MARINA,METALLIC STALLION,metal,journee,neutre,sport,neutre,groupe,exterieur,175,0.92,0.584,0.788,0.456,0.291,0.075,0.247,8.1
54bm2e3tk8cliUz3VSdCPZ,Metallica,Master of Puppets (Remastered),metal,journee,neutre,sport,neutre,amis,salle_sport,174,0.95,0.451,0.884,0.463,0.316,0.047,0.084,8.0
2CtemffYhT0DJWcT1XW047,Metallica,Nothing Else Matters (Remastered),metal,journee,neutre,sport,motive,amis,exterieur,176,0.857,0.601,0.782,0.469,0.186,0.08,0.262,8.6
3UULkHdmLDqBDPmBYltoRE,Alter Bridge,Metalingus,metal,journee,neutre,sport,motive,groupe,exterieur,176,0.95,0.63,0.76,0.52,0.004,0.044,0.348,8.1
28clONjZmul6FjfO6tZQDE,Quiet Riot,Metal Health (Bang Your Head),metal,journee,neutre,sport,neutre,amis,exterieur,170,0.843,0.532,0.779,0.607,0.107,0.024,0.272,8.1
51YZAJhOwIC5Gg3jMbAmhZ,Metallica,For Whom The Bell Tolls (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,167,0.95,0.556,0.822,0.377,0.3,0.066,0.255,8.2
5UaDi8KzCGJqFfVAOBfXhi,Metallica,Sad But True (Remastered),metal,journee,neutre,sport,neutre,amis,salle_sport,168,0.95,0.562,0.746,0.455,0.358,0.044,0.329,8.1
745sNpjWbAxo2MA2zSYbyD,Metallica,Wherever I May Roam (Remastered),metal,journee,pluvieux,sport,neutre,groupe,exterieur,169,0.95,0.362,0.863,0.321,0.074,0.079,0.067,7.5
0dqGfCMAGyDgpUAgLNOjWd,Metallica,Fade To Black (Remastered),metal,soiree,pluvieux,sport,nostalgique,groupe,salle_sport,163,0.95,0.437,0.725,0.621,0.204,0.063,0.306,7.6
7lwvxYumAEo10lzAplRGXM,Metallica,The Unforgiven (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,169,0.871,0.587,0.747,0.331,0.003,0.031,0.343,8.3
5DrNFzZZZVfXaEZCaceKnp,Metallica,Seek & Destroy (Remastered),metal,journee,neutre,sport,neutre,groupe,salle_sport,161,0.95,0.491,0.808,0.365,0.236,0.052,0.251,7.9
1GoQ5EQ0ZNURRrJKdThflm,Blanco y Sancho,METAL PIPE FALLING,metal,journee,neutre,sport,motive,amis,exterieur,160,0.95,0.61,0.878,0.254,0.279,0.05,0.148,7.3
1tTPC0hsnXq1IGpvWY54JC,Metallica,Fuel,metal,journee,neutre,sport,neutre,amis,exterieur,178,0.872,0.453,0.756,0.524,0.104,0.028,0.339,8.0
3pYKJaLiixRcDFfcNhxZKK,Tenacious D,The Metal,metal,journee,neutre,sport,neutre,amis,exterieur,161,0.95,0.552,0.81,0.274,0.059,0.078,0.052,7.7
3PNuq4zUgDMTqdBuGeg50m,BABYMETAL,METALI!! - feat. Tom Morello,metal,journee,neutre,sport,neutre,amis,salle_sport,161,0.95,0.515,0.877,0.23,0.241,0.079,0.176,7.7
6ZT36tXEKY2vvTCuNK4fi1,Toby Fox,Metal Crusher,metal,journee,neutre,sport,motive,groupe,salle_sport,175,0.95,0.619,0.929,0.299,0.339,0.079,0.336,7.8
7oMA3qs18aC69Cr4k6EAyn,"It Lives, It Breathes",Metalingus (Edge's WWE Theme),metal,journee,neutre,sport,neutre,groupe,exterieur,173,0.859,0.583,0.784,0.556,0.028,0.071,0.056,8.0
5gQ0LTbcX7gpQDg39gNLH8,Metallica,Metal Militia (Remastered),metal,journee,neutre,sport,motive,amis,salle_sport,167,0.95,0.633,0.936,0.455,0.05,0.041,0.055,7.6
36DLF96pjKydN0MZtsahQz,Metallica,Ride The Lightning (Remastered),metal,journee,neutre,sport,neutre,amis,salle_sport,177,0.95,0.438,0.776,0.363,0.236,0.029,0.235,7.5
3ZpWy5rBZv2aLQAldnmTsP,Metallica,Whiskey In The Jar,metal,journee,neutre,sport,neutre,groupe,salle_sport,168,0.826,0.478,0.666,0.477,0.162,0.068,0.127,8.0
4SRUqprqmYkhxh1W01OcAs,Tee Lopes,Metallic Madness Zone Act 2,metal,journee,neutre,sport,neutre,amis,exterieur,174,0.906,0.454,0.702,0.541,0.076,0.071,0.165,7.4
7HPhrbgMHV5cUskknWA2oo,Metallica,Turn The Page,metal,journee,neutre,sport,neutre,groupe,exterieur,165,0.95,0.403,0.802,0.374,0.124,0.028,0.063,7.5
6KF6TkyYpEWKg6BZ3OYJz7,The Beths,Metal,metal,journee,neutre,sport,neutre,amis,salle_sport,173,0.942,0.47,0.772,0.314,0.075,0.071,0.324,7.3
38ENlrQMSdDpCBZq7T6xcH,KILL KARL,"I'M A METALHEAD, BITCH!",metal,journee,nuageux,sport,neutre,amis,exterieur,179,0.88,0.372,0.799,0.519,0.288,0.027,0.088,7.5
5yhw9YeXOh3kYCn2NII9bW,Lady Gaga,Heavy Metal Lover,metal,journee,nuageux,sport,neutre,groupe,salle_sport,165,0.862,0.39,0.721,0.579,0.177,0.022,0.226,7.7
3vV3cr2TpPqFk07zxYUbla,Quiet Riot,Cum on Feel the Noize,pop,weekend,chaud,fete,joyeux,amis,club,129,0.823,0.888,0.832,0.472,0.186,0.085,0.204,8.2
0IGXkVRn0uCsgn4FvIfpgB,Metallica,The Unforgiven II,metal,journee,nuageux,sport,neutre,groupe,exterieur,160,0.95,0.356,0.735,0.307,0.131,0.074,0.311,7.2
0u9ORuO4xOQY5SHxNcvCnV,Metallica,Don't Tread on Me (Remastered),metal,journee,neutre,sport,neutre,groupe,exterieur,170,0.95,0.451,0.785,0.292,0.253,0.077,0.347,7.4
4xyWJM4kscTROV2RESdwpd,Metallica,Orion (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,161,0.95,0.477,0.799,0.24,0.18,0.068,0.269,7.4
0H4fQFdmbkARxfqEUVAXPY,Show Me the Body,Metallic Taste,metal,journee,neutre,sport,motive,amis,salle_sport,176,0.95,0.627,0.861,0.521,0.037,0.07,0.09,7.6
4q9QVIaLqjbcoqeCfM2zan,Metallica,Creeping Death (Remastered),metal,journee,nuageux,sport,neutre,amis,salle_sport,166,0.945,0.358,0.811,0.501,0.256,0.036,0.05,7.3
7wz8LNfmGZ3C0PwKW9LdDg,Metallica,Battery (Remastered),metal,journee,neutre,sport,neutre,groupe,salle_sport,163,0.95,0.575,0.923,0.586,0.208,0.046,0.299,8.0
18L6LjRgI7Uzw17NySgJgg,Metallica,Enter Sandman (Remastered),metal,journee,pluvieux,sport,neutre,amis,exterieur,169,0.95,0.39,0.762,0.293,0.004,0.05,0.25,7.0
1U88VM6HzsPBZbXPT1aAR5,Austin Snell,Heavy Metal,metal,soiree,nuageux,sport,nostalgique,amis,salle_sport,165,0.95,0.488,0.818,0.617,0.295,0.029,0.233,7.6
7LHZ7HA45ezKcdN8sBrBuS,Metallica,Welcome Home (Sanitarium) (Remastered),metal,journee,neutre,sport,neutre,amis,exterieur,175,0.95,0.587,0.92,0.437,0.349,0.034,0.069,8.0
7FcLgWXLFyAmDrKXIDNwcF,Gary Numan,Metal,metal,journee,neutre,sport,motive,groupe,salle_sport,175,0.8,0.607,0.775,0.385,0.274,0.061,0.33,7.9
1hMJVOLrU8Hpz1tiAofE74,TaTa,Metal,metal,journee,neutre,sport,neutre,amis,salle_sport,178,0.908,0.441,0.836,0.259,0.118,0.073,0.345,6.9
63aVbch5VRXtQnCITdeDTZ,Metallica,Until It Sleeps,metal,journee,neutre,sport,neutre,amis,salle_sport,171,0.95,0.511,0.822,0.533,0.086,0.025,0.243,7.7
3O7Kkfm93epHtG6GaFtcr6,food house,metal,metal,journee,neutre,sport,neutre,groupe,exterieur,178,0.95,0.538,0.862,0.329,0.119,0.037,0.314,7.0
0gCNIZWff5ymNGYMbwImMz,MGMT,Indie Rokkers,indie,apres_midi,neutre,detente,romantique,couple,maison,129,0.665,0.745,0.727,0.69,0.253,0.073,0.079,8.1
4Tl9JQIbEzz4l1rINiiueo,Jonny K,Indie Hills,indie,apres_midi,neutre,detente,romantique,couple,maison,122,0.533,0.725,0.562,0.876,0.31,0.055,0.065,7.0
7IaBNvBUsdZ9eQaP0EZgrU,Billy Marchiafava,Indie Pop Type Beat,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,152,0.855,0.902,0.948,0.488,0.207,0.038,0.278,7.4
6rf7vxhgsRYGhMGYfHifsw,Jonny K,Indie Hills - Acoustic,indie,journee,neutre,loisir,neutre,amis,restaurant,111,0.781,0.54,0.624,0.584,0.369,0.07,0.052,7.4
0nwrCHhxawj5mSHvb6UkpA,indie tribe,STILL HOLY,indie,apres_midi,neutre,loisir,neutre,seul,maison,114,0.595,0.543,0.504,0.739,0.211,0.046,0.216,7.9
7rSuqMaEloVncVc8RDdoDX,Ost & Kjex,Indie,indie,apres_midi,neutre,detente,romantique,couple,restaurant,118,0.536,0.743,0.52,0.756,0.201,0.067,0.24,6.8
